RacerID,Venue,local_win_rate
3893,10,5.47
3893,11,5.57
3893,12,5.77
3893,13,5.26
3893,14,5.45
3893,15,5.18
3893,16,5.31
3893,17,5.71
3893,18,5.39
3893,19,5.75
3893,20,5.57
3893,21,5.63
3893,22,5.14
3893,23,5.42
3893,24,6.15
3895,01,4.78
3895,02,5.31
3895,03,5.59
3895,04,5.89
3895,05,5.2
3895,06,5.54
3895,07,5.52
3895,08,5.37
3895,09,5.13
3895,10,5.0
3895,11,5.19
3895,12,4.93
3895,13,5.43
3895,14,5.26
3895,15,5.42
3895,16,5.19
3895,17,5.28
3895,18,5.85
3895,19,5.76
3895,20,5.21
3895,21,5.51
3895,22,5.33
3895,23,5.29
3895,24,5.49
3896,01,5.83
3896,02,5.44
3896,03,4.95
3896,04,5.26
3896,05,5.68
3896,06,5.4
3896,07,4.71
3896,08,5.35
3896,09,5.18
3896,10,5.43
3896,11,5.74
3896,12,5.26
3896,13,5.25
3896,14,5.1
3896,15,5.47
3896,16,5.15
3896,17,5.52
3896,18,5.49
3896,19,5.31
3896,20,4.98
3896,21,5.36
3896,22,5.39
3896,23,5.23
3896,24,4.99
3897,01,6.94
3897,02,7.86
3897,03,6.77
3897,04,8.35
3897,05,7.62
3897,06,7.55
3897,07,7.92
3897,08,7.82
3897,09,7.46
3897,10,7.26
3897,11,7.49
3897,12,7.31
3897,13,7.35
3897,14,7.1
3897,15,7.59
3897,16,7.61
3897,17,7.8
3897,18,8.08
3897,19,7.99
3897,20,7.86
3897,21,7.26
3897,22,7.82
3897,23,8.23
3897,24,7.65
3898,01,7.58
3898,02,6.56
3898,03,6.69
3898,04,7.5
3898,05,6.51
3898,06,7.02
3898,07,6.82
3898,08,6.87
3898,09,6.91
3898,10,7.37
3898,11,7.74
3898,12,7.24
3898,13,6.99
3898,14,7.13
3898,15,6.94
3898,16,7.19
3898,17,7.06
3898,18,6.55
3898,19,6.99
3898,20,7.03
3898,21,7.02
3898,22,7.26
3898,23,7.49
3898,24,7.34
3900,01,6.12
3900,02,5.66
3900,03,5.87
3900,04,5.87
3900,05,6.07
3900,06,5.7
3900,07,5.7
3900,08,6.52
3900,09,6.06
3900,10,6.35
3900,11,6.27
3900,12,5.8
3900,13,6.07
3900,14,5.82
3900,15,5.99
3900,16,6.16
3900,17,5.92
3900,18,6.07
3900,19,5.47
3900,20,5.68
3900,21,5.99
3900,22,6.07
3900,23,6.22
3900,24,6.18
3901,01,5.35
3901,02,5.29
3901,03,5.3
3901,04,5.17
3901,05,5.6
3901,06,5.43
3901,07,5.46
3901,08,4.77
3901,09,5.34
3901,10,5.04
3901,11,5.83
3901,12,5.01
3901,13,5.43
3901,14,4.96
3901,15,5.22
3901,16,4.67
3901,17,5.26
3901,18,5.39
3901,19,5.6
3901,20,5.47
3901,21,5.38
3901,22,5.33
3901,23,5.26
3901,24,5.26
3902,01,5.84
3902,02,5.4
3902,03,6.22
3902,04,5.94
3902,05,5.99
3902,06,4.88
3902,07,5.7
3902,08,6.23
3902,09,5.22
3902,10,6.03
3902,11,6.24
3902,12,5.53
3902,13,5.25
3902,14,5.56
3902,15,5.74
3902,16,6.01
3902,17,5.55
3902,18,5.47
3902,19,5.87
3902,20,5.9
3902,21,5.63
3902,22,5.96
3902,23,6.05
3902,24,5.61
3903,01,7.46
3903,02,7.42
3903,03,7.14
3903,04,7.0
3903,05,7.38
3903,06,6.95
3903,07,6.76
3903,08,6.91
3903,09,6.73
3903,10,6.88
3903,11,7.12
3903,12,7.31
3903,13,6.8
3903,14,6.86
3903,15,7.09
3903,16,6.68
3903,17,7.03
3903,18,6.53
3903,19,7.07
3903,20,6.89
3903,21,7.24
3903,22,6.94
3903,23,7.07
3903,24,7.37
3904,01,5.36
3904,02,5.7
3904,03,6.1
3904,04,5.75
3904,05,5.78
3904,06,5.88
3904,07,5.6
3904,08,5.82
3904,09,5.8
3904,10,5.27
3904,11,5.75
3904,12,5.67
3904,13,5.83
3904,14,5.99
3904,15,5.68
3904,16,5.79
3904,17,5.95
3904,18,5.87
3904,19,5.82
3904,20,5.77
3904,21,5.86
3904,22,5.81
3904,23,5.94
3904,24,5.67
3905,01,5.06
3905,02,5.04
3905,03,5.1
3905,04,5.16
3905,05,5.43
3905,06,5.2
3905,07,5.43
3905,08,5.24
3905,09,4.83
3905,10,4.89
3905,11,4.94
3905,12,5.31
3905,13,5.23
3905,14,5.55
3905,15,5.3
3905,16,5.25
3905,17,5.03
3905,18,5.03
3905,19,5.38
3905,20,5.32
3905,21,4.24
3905,22,4.9
3905,23,5.04
3905,24,5.25
3906,01,5.78
3906,02,5.53
3906,03,5.34
3906,04,5.24
3906,05,5.56
3906,06,5.55
3906,07,5.71
3906,08,5.65
3906,09,5.63
3906,10,6.01
3906,11,6.21
3906,12,5.43
3906,13,5.03
3906,14,5.33
3906,15,5.32
3906,16,5.15
3906,17,5.35
3906,18,5.28
3906,19,5.37
3906,20,5.03
3906,21,5.44
3906,22,5.35
3906,23,5.33
3906,24,5.81
3907,01,5.75
3907,02,5.83
3907,03,6.48
3907,04,5.66
3907,05,5.65
3907,06,5.97
3907,07,6.02
3907,08,5.97
3907,09,6.15
3907,10,5.31
3907,11,6.03
3907,12,5.69
3907,13,5.81
3907,14,5.78
3907,15,6.01
3907,16,5.99
3907,17,5.47
3907,18,6.27
3907,19,5.96
3907,20,5.93
3907,21,6.22
3907,22,5.86
3907,23,5.67
3907,24,5.39
3908,01,6.88
3908,02,6.84
3908,03,6.49
3908,04,6.63
3908,05,6.58
3908,06,6.75
3908,07,6.67
3908,08,6.89
3908,09,6.58
3908,10,6.67
3908,11,6.7
3908,12,6.73
3908,13,6.78
3908,14,6.67
3908,15,6.92
3908,16,6.68
3908,17,6.48
3908,18,6.73
3908,19,7.34
3908,20,6.78
3908,21,6.57
3908,22,7.01
3908,23,6.95
3908,24,6.82
3909,01,6.83
3909,02,6.83
3909,03,6.26
3909,04,7.22
3909,05,6.75
3909,06,7.12
3909,07,6.29
3909,08,7.02
3909,09,6.61
3909,10,6.63
3909,11,6.98
3909,12,6.24
3909,13,6.87
3909,14,6.88
3909,15,6.87
3909,16,7.48
3909,17,7.13
3909,18,7.08
3909,19,6.94
3909,20,6.57
3909,21,6.64
3909,22,7.07
3909,23,6.83
3909,24,6.9
3910,01,5.46
3910,02,5.22
3910,03,5.47
3910,04,5.15
3910,05,5.36
3910,06,4.86
3910,07,5.01
3910,08,5.66
3910,09,5.47
3910,10,5.29
3910,11,5.36
3910,12,4.85
3910,13,5.44
3910,14,5.24
3910,15,5.24
3910,16,4.8
3910,17,4.86
3910,18,5.09
3910,19,5.28
3910,20,4.79
3910,21,5.36
3910,22,4.86
3910,23,5.32
3910,24,5.39
3911,01,5.46
3911,02,5.4
3911,03,5.78
3911,04,5.37
3911,05,5.48
3911,06,5.05
3911,07,5.18
3911,08,5.25
3911,09,5.49
3911,10,5.71
3911,11,5.35
3911,12,5.23
3911,13,5.57
3911,14,5.31
3911,15,4.98
3911,16,5.24
3911,17,6.02
3911,18,5.53
3911,19,5.57
3911,20,5.19
3911,21,4.88
3911,22,5.22
3911,23,5.74
3911,24,5.38
3912,01,5.89
3912,02,6.09
3912,03,6.14
3912,04,5.7
3912,05,5.74
3912,06,5.78
3912,07,5.98
3912,08,5.83
3912,09,5.82
3912,10,5.85
3912,11,6.08
3912,12,5.73
3912,13,5.83
3912,14,5.87
3912,15,5.97
3912,16,5.8
3912,17,6.0
3912,18,6.26
3912,19,6.0
3912,20,5.83
3912,21,6.46
3912,22,5.55
3912,23,5.99
3912,24,5.84
3915,01,6.51
3915,02,6.38
3915,03,6.9
3915,04,6.54
3915,05,6.2
3915,06,6.68
3915,07,6.5
3915,08,6.38
3915,09,6.13
3915,10,6.45
3915,11,6.28
3915,12,6.11
3915,13,6.23
3915,14,5.96
3915,15,6.51
3915,16,6.38
3915,17,6.74
3915,18,6.31
3915,19,6.94
3915,20,5.93
3915,21,6.63
3915,22,6.53
3915,23,6.92
3915,24,6.54
3918,01,6.09
3918,02,5.44
3918,03,6.34
3918,04,5.93
3918,05,6.02
3918,06,6.14
3918,07,5.69
3918,08,6.12
3918,09,5.8
3918,10,5.95
3918,11,6.3
3918,12,6.12
3918,13,5.63
3918,14,5.88
3918,15,5.96
3918,16,5.73
3918,17,5.83
3918,18,6.3
3918,19,6.03
3918,20,5.95
3918,21,5.72
3918,22,6.06
3918,23,6.23
3918,24,6.5
3921,01,5.09
3921,02,5.31
3921,03,5.0
3921,04,4.92
3921,05,5.51
3921,06,5.37
3921,07,5.14
3921,08,5.45
3921,09,5.37
3921,10,5.69
3921,11,5.35
3921,12,5.2
3921,13,5.4
3921,14,4.58
3921,15,5.27
3921,16,5.51
3921,17,5.27
3921,18,5.26
3921,19,5.26
3921,20,5.58
3921,21,5.29
3921,22,5.5
3921,23,5.38
3921,24,5.44
3922,01,4.66
3922,02,4.58
3922,03,4.03
3922,04,4.53
3922,05,4.46
3922,06,4.36
3922,07,4.61
3922,08,4.64
3922,09,4.14
3922,10,4.3
3922,11,4.19
3922,12,4.27
3922,13,4.4
3922,14,4.62
3922,15,4.52
3922,16,4.76
3922,17,4.21
3922,18,4.68
3922,19,3.74
3922,20,4.53
3922,21,4.46
3922,22,3.8
3922,23,4.2
3922,24,4.63
3928,01,5.18
3928,02,5.3
3928,03,4.63
3928,04,4.85
3928,05,5.18
3928,06,4.84
3928,07,4.93
3928,08,5.46
3928,09,5.49
3928,10,4.41
3928,11,4.96
3928,12,4.62
3928,13,4.74
3928,14,4.89
3928,15,5.13
3928,16,4.88
3928,17,4.9
3928,18,4.84
3928,19,4.98
3928,20,4.64
3928,21,5.07
3928,22,5.04
3928,23,4.96
3928,24,4.83
3929,01,5.42
3929,02,5.2
3929,03,5.81
3929,04,5.84
3929,05,5.34
3929,06,5.83
3929,07,5.62
3929,08,5.9
3929,09,5.53
3929,10,5.46
3929,11,5.04
3929,12,5.71
3929,13,5.6
3929,14,5.97
3929,15,5.68
3929,16,5.56
3929,17,5.62
3929,18,5.9
3929,19,5.71
3929,20,5.74
3929,21,5.43
3929,22,5.33
3929,23,5.34
3929,24,5.8
3930,01,6.01
3930,02,5.6
3930,03,5.18
3930,04,5.47
3930,05,5.4
3930,06,5.37
3930,07,5.61
3930,08,5.71
3930,09,5.77
3930,10,5.42
3930,11,5.4
3930,12,5.42
3930,13,5.31
3930,14,5.2
3930,15,5.23
3930,16,5.47
3930,17,5.29
3930,18,5.73
3930,19,5.58
3930,20,5.34
3930,21,6.01
3930,22,5.49
3930,23,5.67
3930,24,5.58
3931,01,6.48
3931,02,6.13
3931,03,6.47
3931,04,6.05
3931,05,6.03
3931,06,6.45
3931,07,6.16
3931,08,6.21
3931,09,6.28
3931,10,5.9
3931,11,5.83
3931,12,5.38
3931,13,6.18
3931,14,6.22
3931,15,5.99
3931,16,6.02
3931,17,5.74
3931,18,6.05
3931,19,6.61
3931,20,6.28
3931,21,6.39
3931,22,6.14
3931,23,6.08
3931,24,5.74
3932,01,4.96
3932,02,5.46
3932,03,5.11
3932,04,5.54
3932,05,5.16
3932,06,5.2
3932,07,5.01
3932,08,4.93
3932,09,5.72
3932,10,5.11
3932,11,4.99
3932,12,5.66
3932,13,4.97
3932,14,5.32
3932,15,5.28
3932,16,5.18
3932,17,5.17
3932,18,5.4
3932,19,5.58
3932,20,5.46
3932,21,5.03
3932,22,4.57
3932,23,5.45
3932,24,4.87
3933,01,6.44
3933,02,5.91
3933,03,5.66
3933,04,5.65
3933,05,6.25
3933,06,6.0
3933,07,6.47
3933,08,5.94
3933,09,6.34
3933,10,6.33
3933,11,5.83
3933,12,6.25
3933,13,6.05
3933,14,6.14
3933,15,6.42
3933,16,6.35
3933,17,6.11
3933,18,6.08
3933,19,6.21
3933,20,6.63
3933,21,5.96
3933,22,5.49
3933,23,6.38
3933,24,6.81
3934,01,5.3
3934,02,5.19
3934,03,5.64
3934,04,4.76
3934,05,4.99
3934,06,5.07
3934,07,5.52
3934,08,5.16
3934,09,5.24
3934,10,5.16
3934,11,5.33
3934,12,5.16
3934,13,5.17
3934,14,5.29
3934,15,5.2
3934,16,5.52
3934,17,5.19
3934,18,4.9
3934,19,5.2
3934,20,5.28
3934,21,5.14
3934,22,5.55
3934,23,4.88
3934,24,5.07
3935,01,5.12
3935,02,4.79
3935,03,5.33
3935,04,4.71
3935,05,4.71
3935,06,4.54
3935,07,4.27
3935,08,4.41
3935,09,5.33
3935,10,5.01
3935,11,5.34
3935,12,5.21
3935,13,4.97
3935,14,4.47
3935,15,4.83
3935,16,5.0
3935,17,5.12
3935,18,4.96
3935,19,5.22
3935,20,5.5
3935,21,4.64
3935,22,4.57
3935,23,4.71
3935,24,5.32
3939,01,6.12
3939,02,5.85
3939,03,5.09
3939,04,5.68
3939,05,5.58
3939,06,5.75
3939,07,5.91
3939,08,6.09
3939,09,5.15
3939,10,5.65
3939,11,5.22
3939,12,5.97
3939,13,5.94
3939,14,5.99
3939,15,5.99
3939,16,5.51
3939,17,5.72
3939,18,5.83
3939,19,5.89
3939,20,5.63
3939,21,5.33
3939,22,2.89
3939,23,5.08
3939,24,5.55
3940,01,6.56
3940,02,6.89
3940,03,6.67
3940,04,6.59
3940,05,6.61
3940,06,6.8
3940,07,6.11
3940,08,6.39
3940,09,6.07
3940,10,6.32
3940,11,6.85
3940,12,6.34
3940,13,6.53
3940,14,6.28
3940,15,6.34
3940,16,6.59
3940,17,6.88
3940,18,6.67
3940,19,6.79
3940,20,6.71
3940,21,6.67
3940,22,6.93
3940,23,6.6
3940,24,5.86
3941,01,7.48
3941,02,7.31
3941,03,6.82
3941,04,7.96
3941,05,7.82
3941,06,7.29
3941,07,7.94
3941,08,8.01
3941,09,7.29
3941,10,7.25
3941,11,7.51
3941,12,7.41
3941,13,7.58
3941,14,7.64
3941,15,7.67
3941,16,7.81
3941,17,7.47
3941,18,7.63
3941,19,7.33
3941,20,7.36
3941,21,7.34
3941,22,7.39
3941,23,7.94
3941,24,7.76
3942,01,6.65
3942,02,6.45
3942,03,6.88
3942,04,6.76
3942,05,6.52
3942,06,6.68
3942,07,7.26
3942,08,7.01
3942,09,7.12
3942,10,6.9
3942,11,6.45
3942,12,6.97
3942,13,7.18
3942,14,7.3
3942,15,6.44
3942,16,7.02
3942,17,6.51
3942,18,7.58
3942,19,7.54
3942,20,6.99
3942,21,7.25
3942,22,6.98
3942,23,6.78
3942,24,6.7
3943,01,4.8
3943,02,4.2
3943,03,4.69
3943,04,4.46
3943,05,4.63
3943,06,4.69
3943,07,4.53
3943,08,4.18
3943,09,4.51
3943,10,4.46
3943,11,4.66
3943,12,4.36
3943,13,4.61
3943,14,4.05
3943,15,4.31
3943,16,4.36
3943,17,4.97
3943,18,4.18
3943,19,3.98
3943,20,4.44
3943,21,3.48
3943,22,4.48
3943,23,4.43
3943,24,4.24
3944,01,6.2
3944,02,5.75
3944,03,6.35
3944,04,5.45
3944,05,5.78
3944,06,6.37
3944,07,5.79
3944,08,6.14
3944,09,5.66
3944,10,6.46
3944,11,6.22
3944,12,6.08
3944,13,5.97
3944,14,5.97
3944,15,6.25
3944,16,6.02
3944,17,6.3
3944,18,6.49
3944,19,5.94
3944,20,6.23
3944,21,6.11
3944,22,6.27
3944,23,5.93
3944,24,6.63
3945,01,5.21
3945,02,4.66
3945,03,5.14
3945,04,4.95
3945,05,5.09
3945,06,4.69
3945,07,5.11
3945,08,5.31
3945,09,4.97
3945,10,4.63
3945,11,5.14
3945,12,4.64
3945,13,4.21
3945,14,4.72
3945,15,4.55
3945,16,4.63
3945,17,5.05
3945,18,4.31
3945,19,5.17
3945,20,4.45
3945,21,4.81
3945,22,5.23
3945,23,4.85
3945,24,4.72
3946,01,6.98
3946,02,6.91
3946,03,7.0
3946,04,6.98
3946,05,7.26
3946,06,6.99
3946,07,7.77
3946,08,7.24
3946,09,7.06
3946,10,7.65
3946,11,7.38
3946,12,6.83
3946,13,7.01
3946,14,7.18
3946,15,7.18
3946,16,7.31
3946,17,7.47
3946,18,7.6
3946,19,7.37
3946,20,7.64
3946,21,7.7
3946,22,7.37
3946,23,7.56
3946,24,7.3
3947,01,5.48
3947,02,5.09
3947,03,5.46
3947,04,4.96
3947,05,5.16
3947,06,5.02
3947,07,4.76
3947,08,4.75
3947,09,4.94
3947,10,5.21
3947,11,5.05
3947,12,5.09
3947,13,5.02
3947,14,5.09
3947,15,5.25
3947,16,5.13
3947,17,5.22
3947,18,4.98
3947,19,4.91
3947,20,4.88
3947,21,4.53
3947,22,5.31
3947,23,5.23
3947,24,4.71
3948,01,4.58
3948,02,4.9
3948,03,4.77
3948,04,4.22
3948,05,4.53
3948,06,4.84
3948,07,4.58
3948,08,4.23
3948,09,4.88
3948,10,4.49
3948,11,4.64
3948,12,4.8
3948,13,4.81
3948,14,4.94
3948,15,4.54
3948,16,4.51
3948,17,4.55
3948,18,4.71
3948,19,4.46
3948,20,4.81
3948,21,5.24
3948,22,5.03
3948,23,4.36
3948,24,4.73
3949,01,4.28
3949,02,4.59
3949,03,5.39
3949,04,4.98
3949,05,4.73
3949,06,4.83
3949,07,4.61
3949,08,4.76
3949,09,5.39
3949,10,4.78
3949,11,4.6
3949,12,4.41
3949,13,4.16
3949,14,4.76
3949,15,4.58
3949,16,4.71
3949,17,5.02
3949,18,4.38
3949,19,4.8
3949,20,5.0
3949,21,4.48
3949,22,4.64
3949,23,4.46
3949,24,4.74
3950,01,4.77
3950,02,4.43
3950,03,4.83
3950,04,5.14
3950,05,4.76
3950,06,4.55
3950,07,4.47
3950,08,5.23
3950,09,4.73
3950,10,4.91
3950,11,4.63
3950,12,4.62
3950,13,4.8
3950,14,4.95
3950,15,4.7
3950,16,5.21
3950,17,4.51
3950,18,4.33
3950,19,4.57
3950,20,4.36
3950,21,4.43
3950,22,4.72
3950,23,5.32
3950,24,5.2
3951,01,5.17
3951,02,5.21
3951,03,5.77
3951,04,5.46
3951,05,5.22
3951,06,5.71
3951,07,5.34
3951,08,5.33
3951,09,5.45
3951,10,5.29
3951,11,5.37
3951,12,5.89
3951,13,5.59
3951,14,5.56
3951,15,5.72
3951,16,5.08
3951,17,5.87
3951,18,5.84
3951,19,5.77
3951,20,5.86
3951,21,5.93
3951,22,5.67
3951,23,5.89
3951,24,5.76
3952,01,6.98
3952,02,7.15
3952,03,7.01
3952,04,6.88
3952,05,6.64
3952,06,6.74
3952,07,7.24
3952,08,6.57
3952,09,6.83
3952,10,6.48
3952,11,7.09
3952,12,5.95
3952,13,6.58
3952,14,6.78
3952,15,6.83
3952,16,6.7
3952,17,6.96
3952,18,7.2
3952,19,6.79
3952,20,7.06
3952,21,7.5
3952,22,7.08
3952,23,6.97
3952,24,6.92
3953,01,5.47
3953,02,5.07
3953,03,4.87
3953,04,4.85
3953,05,5.63
3953,06,4.79
3953,07,5.37
3953,08,5.53
3953,09,4.93
3953,10,4.66
3953,11,4.75
3953,12,5.11
3953,13,4.94
3953,14,4.88
3953,15,4.97
3953,16,5.37
3953,17,4.37
3953,18,4.63
3953,19,5.38
3953,20,4.96
3953,21,5.19
3953,22,5.11
3953,23,5.28
3953,24,4.94
3955,01,6.1
3955,02,6.19
3955,03,6.0
3955,04,5.73
3955,05,5.82
3955,06,6.23
3955,07,5.92
3955,08,6.33
3955,09,6.15
3955,10,6.04
3955,11,5.8
3955,12,6.13
3955,13,6.08
3955,14,6.48
3955,15,5.92
3955,16,5.88
3955,17,5.89
3955,18,6.27
3955,19,6.5
3955,20,6.25
3955,21,6.14
3955,22,5.66
3955,23,6.21
3955,24,5.71
3956,01,6.58
3956,02,6.68
3956,03,7.2
3956,04,6.6
3956,05,6.55
3956,06,6.86
3956,07,6.81
3956,08,6.8
3956,09,6.57
3956,10,6.55
3956,11,6.7
3956,12,6.54
3956,13,6.57
3956,14,6.96
3956,15,6.67
3956,16,7.14
3956,17,6.53
3956,18,6.69
3956,19,7.07
3956,20,5.97
3956,21,7.08
3956,22,6.75
3956,23,6.56
3956,24,6.66
3957,01,5.5
3957,02,5.63
3957,03,5.7
3957,04,5.69
3957,05,5.52
3957,06,5.7
3957,07,5.46
3957,08,5.33
3957,09,5.36
3957,10,5.72
3957,11,5.08
3957,12,5.24
3957,13,5.43
3957,14,5.77
3957,15,5.85
3957,16,5.51
3957,17,6.06
3957,18,5.63
3957,19,5.64
3957,20,5.38
3957,21,5.45
3957,22,5.62
3957,23,5.98
3957,24,5.6
3959,01,7.02
3959,02,7.19
3959,03,6.87
3959,04,7.44
3959,05,7.09
3959,06,7.23
3959,07,7.01
3959,08,7.2
3959,09,7.52
3959,10,7.08
3959,11,7.2
3959,12,7.06
3959,13,6.78
3959,14,7.04
3959,15,7.24
3959,16,7.18
3959,17,7.42
3959,18,7.34
3959,19,7.2
3959,20,7.0
3959,21,7.09
3959,22,7.32
3959,23,7.53
3959,24,7.17
3960,01,7.18
3960,02,6.65
3960,03,6.88
3960,04,7.34
3960,05,7.1
3960,06,7.44
3960,07,7.22
3960,08,7.31
3960,09,6.99
3960,10,7.28
3960,11,7.44
3960,12,7.14
3960,13,7.37
3960,14,7.1
3960,15,7.08
3960,16,7.62
3960,17,6.49
3960,18,7.36
3960,19,7.57
3960,20,7.25
3960,21,6.78
3960,22,7.0
3960,23,7.74
3960,24,7.4
3961,01,6.17
3961,02,6.43
3961,03,6.11
3961,04,6.07
3961,05,6.55
3961,06,6.15
3961,07,6.32
3961,08,6.13
3961,09,6.59
3961,10,6.49
3961,11,6.47
3961,12,5.94
3961,13,6.24
3961,14,6.21
3961,15,6.75
3961,16,6.38
3961,17,6.29
3961,18,6.88
3961,19,6.8
3961,20,6.62
3961,21,6.31
3961,22,6.36
3961,23,6.19
3961,24,6.37
3963,01,6.1
3963,02,6.25
3963,03,6.39
3963,04,5.85
3963,05,5.81
3963,06,5.57
3963,07,5.91
3963,08,5.89
3963,09,5.96
3963,10,5.56
3963,11,6.06
3963,12,6.12
3963,13,6.32
3963,14,5.67
3963,15,5.84
3963,16,6.08
3963,17,6.14
3963,18,5.71
3963,19,6.32
3963,20,6.49
3963,21,5.94
3963,22,5.73
3963,23,6.15
3963,24,6.1
3964,01,4.26
3964,02,4.21
3964,03,4.45
3964,04,3.23
3964,05,4.38
3964,06,4.1
3964,07,4.17
3964,08,4.03
3964,09,4.5
3964,10,4.14
3964,11,4.34
3964,12,3.58
3964,13,4.4
3964,14,4.1
3964,15,4.4
3964,16,4.09
3964,17,4.52
3964,18,4.0
3964,19,4.27
3964,20,4.2
3964,21,3.95
3964,22,4.23
3964,23,4.15
3964,24,4.35
3965,01,5.9
3965,02,6.2
3965,03,5.49
3965,04,5.61
3965,05,5.72
3965,06,5.19
3965,07,5.68
3965,08,5.16
3965,09,5.05
3965,10,4.81
3965,11,5.92
3965,12,5.31
3965,13,5.09
3965,14,4.7
3965,15,5.73
3965,16,5.43
3965,17,4.93
3965,18,5.58
3965,19,5.17
3965,20,4.96
3965,21,5.42
3965,22,5.66
3965,23,5.39
3965,24,5.37
3966,01,6.78
3966,02,6.52
3966,03,6.95
3966,04,6.55
3966,05,6.54
3966,06,6.33
3966,07,6.67
3966,08,6.19
3966,09,6.71
3966,10,6.93
3966,11,6.63
3966,12,6.35
3966,13,6.52
3966,14,6.59
3966,15,6.55
3966,16,6.38
3966,17,6.4
3966,18,6.23
3966,19,6.52
3966,20,6.31
3966,21,6.19
3966,22,6.98
3966,23,7.03
3966,24,6.3
3967,01,5.03
3967,02,4.96
3967,03,5.65
3967,04,5.11
3967,05,5.77
3967,06,5.28
3967,07,5.46
3967,08,5.48
3967,09,5.24
3967,10,5.22
3967,11,5.55
3967,12,5.52
3967,13,5.05
3967,14,5.18
3967,15,5.08
3967,16,5.14
3967,17,6.17
3967,18,5.04
3967,19,4.97
3967,20,5.4
3967,21,6.1
3967,22,4.53
3967,23,5.27
3967,24,5.11
3968,01,5.43
3968,02,5.46
3968,03,5.77
3968,04,5.59
3968,05,5.96
3968,06,5.88
3968,07,5.32
3968,08,5.35
3968,09,5.58
3968,10,5.84
3968,11,6.05
3968,12,5.72
3968,13,5.76
3968,14,5.72
3968,15,5.66
3968,16,5.84
3968,17,5.72
3968,18,5.36
3968,19,5.83
3968,20,5.87
3968,21,5.35
3968,22,6.14
3968,23,6.2
3968,24,5.47
3973,01,4.7
3973,02,4.47
3973,03,5.17
3973,04,4.49
3973,05,4.43
3973,06,3.75
3973,07,4.34
3973,08,3.94
3973,09,4.1
3973,10,3.95
3973,11,5.11
3973,12,3.76
3973,13,3.87
3973,14,3.63
3973,15,4.32
3973,16,3.89
3973,17,3.93
3973,18,4.17
3973,19,4.01
3973,20,4.31
3973,21,3.71
3973,22,4.18
3973,23,3.73
3973,24,4.85
3974,01,4.21
3974,02,4.33
3974,03,3.72
3974,04,4.92
3974,05,4.54
3974,06,4.8
3974,07,4.84
3974,08,4.24
3974,09,4.47
3974,10,4.19
3974,11,4.34
3974,12,4.29
3974,13,4.46
3974,14,3.75
3974,15,4.74
3974,16,4.41
3974,17,4.41
3974,18,4.59
3974,19,3.79
3974,20,4.37
3974,21,4.17
3974,22,4.65
3974,23,4.57
3974,24,4.59
3975,01,5.66
3975,02,5.58
3975,03,5.81
3975,04,5.47
3975,05,5.75
3975,06,5.63
3975,07,5.61
3975,08,5.73
3975,09,5.83
3975,10,5.44
3975,11,5.76
3975,12,5.85
3975,13,5.52
3975,14,5.75
3975,15,5.62
3975,16,5.49
3975,17,5.55
3975,18,5.34
3975,19,5.42
3975,20,5.25
3975,21,5.77
3975,22,5.5
3975,23,5.46
3975,24,5.69
3976,01,3.73
3976,02,4.62
3976,03,3.68
3976,04,3.87
3976,05,4.23
3976,06,3.86
3976,07,3.77
3976,08,3.97
3976,09,4.1
3976,10,3.12
3976,11,3.85
3976,12,3.76
3976,13,3.79
3976,14,3.82
3976,15,3.67
3976,16,3.95
3976,17,3.77
3976,18,4.63
3976,19,4.18
3976,20,4.05
3976,21,3.27
3976,22,3.73
3976,23,4.27
3976,24,3.55
3977,01,5.22
3977,02,4.39
3977,03,5.11
3977,04,4.89
3977,05,4.89
3977,06,4.64
3977,07,4.73
3977,08,4.63
3977,09,5.03
3977,10,4.81
3977,11,4.62
3977,12,5.21
3977,13,4.39
3977,14,5.04
3977,15,4.69
3977,16,5.47
3977,17,5.31
3977,18,4.92
3977,19,4.27
3977,20,5.07
3977,21,4.86
3977,22,5.39
3977,23,5.01
3977,24,4.88
3978,01,7.19
3978,02,6.59
3978,03,6.82
3978,04,6.83
3978,05,6.89
3978,06,6.93
3978,07,6.82
3978,08,6.91
3978,09,6.58
3978,10,7.14
3978,11,6.87
3978,12,6.98
3978,13,6.67
3978,14,6.72
3978,15,6.31
3978,16,7.33
3978,17,6.38
3978,18,6.49
3978,19,7.12
3978,20,6.95
3978,21,6.42
3978,22,6.32
3978,23,6.5
3978,24,7.1
3981,01,5.4
3981,02,5.54
3981,03,5.62
3981,04,5.34
3981,05,5.59
3981,06,5.55
3981,07,5.13
3981,08,5.5
3981,09,5.19
3981,10,4.98
3981,11,5.25
3981,12,5.68
3981,13,5.3
3981,14,4.54
3981,15,5.55
3981,16,5.63
3981,17,5.85
3981,18,5.23
3981,19,5.47
3981,20,5.46
3981,21,5.6
3981,22,5.41
3981,23,5.3
3981,24,5.49
3982,01,5.21
3982,02,5.21
3982,03,5.01
3982,04,4.96
3982,05,4.27
3982,06,5.04
3982,07,4.43
3982,08,4.79
3982,09,4.59
3982,10,4.04
3982,11,4.72
3982,12,4.47
3982,13,4.72
3982,14,4.77
3982,15,4.68
3982,16,4.85
3982,17,5.0
3982,18,4.41
3982,19,4.58
3982,20,4.99
3982,21,4.61
3982,22,4.39
3982,23,5.04
3982,24,4.85
3983,01,6.73
3983,02,7.09
